term,int_rate,installment,dti,home_ownership,purpose,verification_status,loan_status,term_num,int_rate_num,risk_flag
 36 months,0.1349,135.73,0.1732,MORTGAGE,car,Not Verified,Fully Paid,36.0,0.1349,0
 36 months,0.1304,202.28,0.1106,MORTGAGE,car,Not Verified,Fully Paid,36.0,0.1304,0
 36 months,0.1599,126.55,0.1276,MORTGAGE,car,Not Verified,Fully Paid,36.0,0.1599,0
 36 months,0.1595,140.53,0.1586,MORTGAGE,car,Not Verified,Fully Paid,36.0,0.1595,0
 36 months,0.1533,104.49,0.11,MORTGAGE,car,Not Verified,Fully Paid,36.0,0.1533,0
 36 months,0.0932,127.79,0.0676,OTHER,car,Not Verified,Fully Paid,36.0,0.0932,0
 36 months,0.0676,123.07,0.2209,OWN,car,Not Verified,Fully Paid,36.0,0.0676,0
 36 months,0.0705,494.4,0.0694,OWN,car,Not Verified,Fully Paid,36.0,0.0705,0
 36 months,0.0542,75.4,0.092,OWN,car,Not Verified,Fully Paid,36.0,0.0542,0
 36 months,0.0751,93.34,0.0335,OWN,car,Not Verified,Fully Paid,36.0,0.0751,0
 36 months,0.0692,61.69,0.1447,OWN,car,Not Verified,Fully Paid,36.0,0.0692,0
 36 months,0.08,150.42,0.1781,OWN,car,Not Verified,Fully Paid,36.0,0.08,0
 36 months,0.0749,149.29,0.1393,OWN,car,Not Verified,Fully Paid,36.0,0.0749,0
 36 months,0.0849,220.95,0.0177,OWN,car,Not Verified,Fully Paid,36.0,0.0849,0
 36 months,0.0579,90.99,0.1115,OWN,car,Not Verified,Fully Paid,36.0,0.0579,0
 36 months,0.0542,162.87,0.1368,OWN,car,Not Verified,Fully Paid,36.0,0.0542,0
 36 months,0.0676,107.69,0.2494,OWN,car,Not Verified,Fully Paid,36.0,0.0676,0
 36 months,0.0603,182.62,0.0225,OWN,car,Not Verified,Fully Paid,36.0,0.0603,0
 36 months,0.0579,163.01,0.1517,OWN,car,Not Verified,Fully Paid,36.0,0.0579,0
 36 months,0.0654,303.61,0.0806,OWN,car,Not Verified,Fully Paid,36.0,0.0654,0
 36 months,0.0603,76.09,0.0775,OWN,car,Not Verified,Fully Paid,36.0,0.0603,0
 36 months,0.0699,30.88,0.0808,OWN,car,Not Verified,Fully Paid,36.0,0.0699,0
 36 months,0.08,188.02,0.1323,OWN,car,Not Verified,Fully Paid,36.0,0.08,0
 36 months,0.0849,157.82,0.1161,OWN,car,Not Verified,Fully Paid,36.0,0.0849,0
 36 months,0.0737,322.88,0.1207,OWN,car,Not Verified,Fully Paid,36.0,0.0737,0
 36 months,0.0692,77.11,0.0821,OWN,car,Not Verified,Fully Paid,36.0,0.0692,0
 36 months,0.0737,55.89,0.0725,OWN,car,Not Verified,Fully Paid,36.0,0.0737,0
 36 months,0.0705,494.4,0.058,OWN,car,Not Verified,Fully Paid,36.0,0.0705,0
 36 months,0.0705,231.75,0.0426,OWN,car,Not Verified,Fully Paid,36.0,0.0705,0
 36 months,0.0599,228.14,0.2102,OWN,car,Not Verified,Fully Paid,36.0,0.0599,0
 36 months,0.0692,215.89,0.1242,OWN,car,Not Verified,Fully Paid,36.0,0.0692,0
 36 months,0.0705,247.2,0.0792,OWN,car,Not Verified,Fully Paid,36.0,0.0705,0
 36 months,0.0766,187.08,0.1464,OWN,car,Not Verified,Fully Paid,36.0,0.0766,0
 36 months,0.0849,220.95,0.2412,OWN,car,Not Verified,Fully Paid,36.0,0.0849,0
 36 months,0.1062,130.24,0.1011,OWN,car,Not Verified,Fully Paid,36.0,0.1062,0
 36 months,0.1025,485.78,0.1128,OWN,car,Not Verified,Fully Paid,36.0,0.1025,0
 36 months,0.1099,65.47,0.0936,OWN,car,Not Verified,Fully Paid,36.0,0.1099,0
 36 months,0.1218,799.2,0.242,OWN,car,Not Verified,Fully Paid,36.0,0.1218,0
 36 months,0.1111,32.8,0.0471,OWN,car,Not Verified,Fully Paid,36.0,0.1111,0
 36 months,0.1171,148.85,0.0711,OWN,car,Not Verified,Fully Paid,36.0,0.1171,0
 36 months,0.1114,147.62,0.17,OWN,car,Not Verified,Fully Paid,36.0,0.1114,0
 36 months,0.1149,59.35,0.0151,OWN,car,Not Verified,Fully Paid,36.0,0.1149,0
 36 months,0.1099,81.84,0.0587,OWN,car,Not Verified,Fully Paid,36.0,0.1099,0
 36 months,0.1183,149.11,0.0099,OWN,car,Not Verified,Fully Paid,36.0,0.1183,0
 36 months,0.1357,118.89,0.0805,OWN,car,Not Verified,Fully Paid,36.0,0.1357,0
 36 months,0.1306,134.9,0.0402,OWN,car,Not Verified,Fully Paid,36.0,0.1306,0
 36 months,0.1422,205.71,0.1409,OWN,car,Not Verified,Fully Paid,36.0,0.1422,0
 36 months,0.1316,118.2,0.2083,OWN,car,Not Verified,Fully Paid,36.0,0.1316,0
 36 months,0.1496,814.16,0.0825,OWN,car,Not Verified,Fully Paid,36.0,0.1496,0
 36 months,0.1496,782.98,0.0788,OWN,car,Not Verified,Fully Paid,36.0,0.1496,0
 36 months,0.1496,817.63,0.0851,OWN,car,Not Verified,Fully Paid,36.0,0.1496,0
 36 months,0.1565,279.88,0.247,OWN,car,Not Verified,Fully Paid,36.0,0.1565,0
 36 months,0.1474,138.15,0.0,OWN,car,Not Verified,Fully Paid,36.0,0.1474,0
 36 months,0.1505,138.77,0.1975,OWN,car,Not Verified,Fully Paid,36.0,0.1505,0
 36 months,0.1442,82.52,0.1238,OWN,car,Not Verified,Fully Paid,36.0,0.1442,0
 36 months,0.0705,231.75,0.0085,OWN,car,Not Verified,Fully Paid,36.0,0.0705,0
 36 months,0.0714,154.71,0.0549,RENT,car,Not Verified,Fully Paid,36.0,0.0714,0
 36 months,0.0749,407.44,0.0275,RENT,car,Not Verified,Fully Paid,36.0,0.0749,0
 36 months,0.0749,124.41,0.0052,RENT,car,Not Verified,Fully Paid,36.0,0.0749,0
 36 months,0.0932,185.3,0.0997,RENT,car,Not Verified,Fully Paid,36.0,0.0932,0
 36 months,0.0859,173.86,0.1211,RENT,car,Not Verified,Fully Paid,36.0,0.0859,0
 36 months,0.0691,199.67,0.0883,RENT,car,Not Verified,Fully Paid,36.0,0.0691,0
 36 months,0.0849,94.69,0.1284,RENT,car,Not Verified,Fully Paid,36.0,0.0849,0
 36 months,0.0788,337.83,0.0376,RENT,car,Not Verified,Fully Paid,36.0,0.0788,0
 36 months,0.0579,57.63,0.2216,RENT,car,Not Verified,Fully Paid,36.0,0.0579,0
 36 months,0.0714,278.48,0.0796,RENT,car,Not Verified,Fully Paid,36.0,0.0714,0
 36 months,0.0729,62.02,0.0024,RENT,car,Not Verified,Fully Paid,36.0,0.0729,0
 36 months,0.079,118.91,0.1709,RENT,car,Not Verified,Fully Paid,36.0,0.079,0
 36 months,0.0542,135.72,0.0777,RENT,car,Not Verified,Fully Paid,36.0,0.0542,0
 36 months,0.0599,144.49,0.0622,RENT,car,Not Verified,Fully Paid,36.0,0.0599,0
 36 months,0.0579,272.95,0.0968,RENT,car,Not Verified,Fully Paid,36.0,0.0579,0
 36 months,0.0599,197.72,0.1331,RENT,car,Not Verified,Fully Paid,36.0,0.0599,0
 36 months,0.08,172.35,0.008,RENT,car,Not Verified,Fully Paid,36.0,0.08,0
 36 months,0.08,188.02,0.0895,RENT,car,Not Verified,Fully Paid,36.0,0.08,0
 36 months,0.0729,93.03,0.0427,RENT,car,Not Verified,Fully Paid,36.0,0.0729,0
 36 months,0.0749,99.53,0.0693,RENT,car,Not Verified,Fully Paid,36.0,0.0749,0
 36 months,0.0832,50.38,0.085,RENT,car,Not Verified,Fully Paid,36.0,0.0832,0
 36 months,0.0894,190.63,0.0913,RENT,car,Not Verified,Fully Paid,36.0,0.0894,0
 36 months,0.0766,187.08,0.072,RENT,car,Not Verified,Fully Paid,36.0,0.0766,0
 36 months,0.0542,144.77,0.1282,RENT,car,Not Verified,Fully Paid,36.0,0.0542,0
 36 months,0.0662,368.45,0.1425,RENT,car,Not Verified,Fully Paid,36.0,0.0662,0
 36 months,0.0579,121.31,0.1006,RENT,car,Not Verified,Fully Paid,36.0,0.0579,0
 36 months,0.0699,222.29,0.0242,RENT,car,Not Verified,Fully Paid,36.0,0.0699,0
 36 months,0.0729,130.25,0.0414,RENT,car,Not Verified,Fully Paid,36.0,0.0729,0
 36 months,0.0932,127.79,0.0277,RENT,car,Not Verified,Fully Paid,36.0,0.0932,0
 36 months,0.0542,60.32,0.0519,RENT,car,Not Verified,Fully Paid,36.0,0.0542,0
 36 months,0.0542,337.8,0.0567,RENT,car,Not Verified,Fully Paid,36.0,0.0542,0
 36 months,0.0579,212.29,0.2162,RENT,car,Not Verified,Fully Paid,36.0,0.0579,0
 36 months,0.0729,124.04,0.0208,RENT,car,Not Verified,Fully Paid,36.0,0.0729,0
 36 months,0.0932,268.36,0.0105,RENT,car,Not Verified,Fully Paid,36.0,0.0932,0
 36 months,0.0729,248.08,0.051,RENT,car,Not Verified,Fully Paid,36.0,0.0729,0
 36 months,0.0788,93.85,0.087,RENT,car,Not Verified,Fully Paid,36.0,0.0788,0
 36 months,0.0542,92.75,0.0787,RENT,car,Not Verified,Fully Paid,36.0,0.0542,0
 36 months,0.0699,52.49,0.052,RENT,car,Not Verified,Fully Paid,36.0,0.0699,0
 36 months,0.0699,185.24,0.1194,RENT,car,Not Verified,Fully Paid,36.0,0.0699,0
 36 months,0.0749,62.21,0.2211,RENT,car,Not Verified,Fully Paid,36.0,0.0749,0
 36 months,0.0542,150.8,0.069,RENT,car,Not Verified,Fully Paid,36.0,0.0542,0
 36 months,0.0542,105.56,0.1293,RENT,car,Not Verified,Fully Paid,36.0,0.0542,0
 36 months,0.0599,180.99,0.2183,RENT,car,Not Verified,Fully Paid,36.0,0.0599,0
 36 months,0.0662,128.96,0.1108,RENT,car,Not Verified,Fully Paid,36.0,0.0662,0
 36 months,0.0714,185.65,0.051,RENT,car,Not Verified,Fully Paid,36.0,0.0714,0
 36 months,0.0766,140.31,0.1923,RENT,car,Not Verified,Fully Paid,36.0,0.0766,0
 36 months,0.0714,185.64,0.1343,RENT,car,Not Verified,Fully Paid,36.0,0.0714,0
 36 months,0.0699,92.62,0.1865,RENT,car,Not Verified,Fully Paid,36.0,0.0699,0
 36 months,0.0705,278.1,0.0498,RENT,car,Not Verified,Fully Paid,36.0,0.0705,0
 36 months,0.0774,156.1,0.0211,RENT,car,Not Verified,Fully Paid,36.0,0.0774,0
 36 months,0.089,285.78,0.1411,RENT,car,Not Verified,Fully Paid,36.0,0.089,0
 36 months,0.0737,111.77,0.0657,RENT,car,Not Verified,Fully Paid,36.0,0.0737,0
 36 months,0.0768,124.77,0.0093,RENT,car,Not Verified,Fully Paid,36.0,0.0768,0
 36 months,0.0579,194.1,0.1631,RENT,car,Not Verified,Fully Paid,36.0,0.0579,0
 36 months,0.0932,102.23,0.0,RENT,car,Not Verified,Fully Paid,36.0,0.0932,0
 36 months,0.0751,186.67,0.2022,RENT,car,Not Verified,Fully Paid,36.0,0.0751,0
 36 months,0.0859,316.11,0.072,RENT,car,Not Verified,Fully Paid,36.0,0.0859,0
 36 months,0.079,156.46,0.1723,RENT,car,Not Verified,Fully Paid,36.0,0.079,0
 36 months,0.074,248.48,0.0044,RENT,car,Not Verified,Fully Paid,36.0,0.074,0
 36 months,0.0542,187.0,0.0297,RENT,car,Not Verified,Fully Paid,36.0,0.0542,0
 36 months,0.0639,61.2,0.0119,RENT,car,Not Verified,Fully Paid,36.0,0.0639,0
 36 months,0.0705,355.35,0.1638,RENT,car,Not Verified,Fully Paid,36.0,0.0705,0
 36 months,0.0774,174.83,0.0668,RENT,car,Not Verified,Fully Paid,36.0,0.0774,0
 36 months,0.0729,108.54,0.1365,RENT,car,Not Verified,Fully Paid,36.0,0.0729,0
 36 months,0.08,470.05,0.1711,RENT,car,Not Verified,Fully Paid,36.0,0.08,0
 36 months,0.0766,93.54,0.166,RENT,car,Not Verified,Fully Paid,36.0,0.0766,0
 36 months,0.0579,131.93,0.0185,RENT,car,Not Verified,Fully Paid,36.0,0.0579,0
 36 months,0.0676,127.69,0.0568,RENT,car,Not Verified,Fully Paid,36.0,0.0676,0
 36 months,0.08,219.36,0.0777,RENT,car,Not Verified,Fully Paid,36.0,0.08,0
 36 months,0.0766,218.26,0.0095,RENT,car,Not Verified,Fully Paid,36.0,0.0766,0
 36 months,0.0676,138.46,0.1139,RENT,car,Not Verified,Fully Paid,36.0,0.0676,0
 36 months,0.0692,154.21,0.056,RENT,car,Not Verified,Fully Paid,36.0,0.0692,0
 36 months,0.0617,149.45,0.0371,RENT,car,Not Verified,Fully Paid,36.0,0.0617,0
 36 months,0.0768,311.91,0.0,RENT,car,Not Verified,Fully Paid,36.0,0.0768,0
 36 months,0.0774,191.22,0.1286,RENT,car,Not Verified,Fully Paid,36.0,0.0774,0
 36 months,0.08,313.37,0.0648,RENT,car,Not Verified,Fully Paid,36.0,0.08,0
 36 months,0.0863,110.7,0.0171,RENT,car,Not Verified,Fully Paid,36.0,0.0863,0
 36 months,0.0963,256.76,0.0756,RENT,car,Not Verified,Fully Paid,36.0,0.0963,0
 36 months,0.0849,76.55,0.2487,RENT,car,Not Verified,Fully Paid,36.0,0.0849,0
 36 months,0.0599,170.34,0.0847,RENT,car,Not Verified,Fully Paid,36.0,0.0599,0
 36 months,0.08,250.69,0.1263,RENT,car,Not Verified,Fully Paid,36.0,0.08,0
 36 months,0.0963,96.29,0.0536,RENT,car,Not Verified,Fully Paid,36.0,0.0963,0
 36 months,0.0751,199.1,0.1186,RENT,car,Not Verified,Fully Paid,36.0,0.0751,0
 36 months,0.0932,319.47,0.0178,RENT,car,Not Verified,Fully Paid,36.0,0.0932,0
 36 months,0.0691,231.27,0.2286,RENT,car,Not Verified,Fully Paid,36.0,0.0691,0
 36 months,0.0894,238.29,0.0646,RENT,car,Not Verified,Fully Paid,36.0,0.0894,0
 36 months,0.0894,381.26,0.01,RENT,car,Not Verified,Fully Paid,36.0,0.0894,0
 36 months,0.0691,154.18,0.1666,RENT,car,Not Verified,Fully Paid,36.0,0.0691,0
 36 months,0.0788,143.9,0.1038,RENT,car,Not Verified,Fully Paid,36.0,0.0788,0
 36 months,0.0788,375.38,0.0523,RENT,car,Not Verified,Fully Paid,36.0,0.0788,0
 36 months,0.0542,180.96,0.0348,RENT,car,Not Verified,Fully Paid,36.0,0.0542,0
 36 months,0.0599,109.51,0.1254,RENT,car,Not Verified,Fully Paid,36.0,0.0599,0
 36 months,0.0751,140.0,0.2254,RENT,car,Not Verified,Fully Paid,36.0,0.0751,0
 36 months,0.0894,285.95,0.1635,RENT,car,Not Verified,Fully Paid,36.0,0.0894,0
 36 months,0.0639,48.96,0.1364,RENT,car,Not Verified,Fully Paid,36.0,0.0639,0
 36 months,0.0963,208.62,0.0918,RENT,car,Not Verified,Fully Paid,36.0,0.0963,0
 36 months,0.0749,217.72,0.1064,RENT,car,Not Verified,Fully Paid,36.0,0.0749,0
 36 months,0.0999,387.15,0.0143,RENT,car,Not Verified,Fully Paid,36.0,0.0999,0
 36 months,0.1059,100.08,0.0796,RENT,car,Not Verified,Fully Paid,36.0,0.1059,0
 36 months,0.1062,227.92,0.0424,RENT,car,Not Verified,Fully Paid,36.0,0.1062,0
 36 months,0.1221,99.95,0.1189,RENT,car,Not Verified,Fully Paid,36.0,0.1221,0
 36 months,0.1171,33.08,0.1527,RENT,car,Not Verified,Fully Paid,36.0,0.1171,0
 36 months,0.0999,229.07,0.0584,RENT,car,Not Verified,Fully Paid,36.0,0.0999,0
 36 months,0.1059,195.27,0.1108,RENT,car,Not Verified,Fully Paid,36.0,0.1059,0
 36 months,0.1062,162.8,0.077,RENT,car,Not Verified,Fully Paid,36.0,0.1062,0
 36 months,0.1,287.18,0.0228,RENT,car,Not Verified,Fully Paid,36.0,0.1,0
 36 months,0.1037,129.77,0.155,RENT,car,Not Verified,Fully Paid,36.0,0.1037,0
 36 months,0.1269,251.59,0.0787,RENT,car,Not Verified,Fully Paid,36.0,0.1269,0
 36 months,0.1148,329.69,0.005,RENT,car,Not Verified,Fully Paid,36.0,0.1148,0
 36 months,0.1062,455.84,0.0128,RENT,car,Not Verified,Fully Paid,36.0,0.1062,0
 36 months,0.0991,128.9,0.146,RENT,car,Not Verified,Fully Paid,36.0,0.0991,0
 36 months,0.0999,112.92,0.1014,RENT,car,Not Verified,Fully Paid,36.0,0.0999,0
 36 months,0.1099,392.83,0.1054,RENT,car,Not Verified,Fully Paid,36.0,0.1099,0
 36 months,0.0925,127.67,0.1435,RENT,car,Not Verified,Fully Paid,36.0,0.0925,0
 36 months,0.1126,402.58,0.147,RENT,car,Not Verified,Fully Paid,36.0,0.1126,0
 36 months,0.1218,186.48,0.06,RENT,car,Not Verified,Fully Paid,36.0,0.1218,0
 36 months,0.1059,136.69,0.1153,RENT,car,Not Verified,Fully Paid,36.0,0.1059,0
 36 months,0.0991,119.24,0.0614,RENT,car,Not Verified,Fully Paid,36.0,0.0991,0
 36 months,0.1171,109.16,0.0416,RENT,car,Not Verified,Fully Paid,36.0,0.1171,0
 36 months,0.1099,180.05,0.1855,RENT,car,Not Verified,Fully Paid,36.0,0.1099,0
 36 months,0.1221,399.78,0.2033,RENT,car,Not Verified,Fully Paid,36.0,0.1221,0
 36 months,0.1008,80.77,0.0155,RENT,car,Not Verified,Fully Paid,36.0,0.1008,0
 36 months,0.1126,276.06,0.014,RENT,car,Not Verified,Fully Paid,36.0,0.1126,0
 36 months,0.1033,64.85,0.09,RENT,car,Not Verified,Fully Paid,36.0,0.1033,0
 36 months,0.1183,298.21,0.0048,RENT,car,Not Verified,Fully Paid,36.0,0.1183,0
 36 months,0.1099,245.52,0.0683,RENT,car,Not Verified,Fully Paid,36.0,0.1099,0
 36 months,0.0999,290.37,0.1112,RENT,car,Not Verified,Fully Paid,36.0,0.0999,0
 36 months,0.1114,157.46,0.0312,RENT,car,Not Verified,Fully Paid,36.0,0.1114,0
 36 months,0.0988,306.0,0.137,RENT,car,Not Verified,Fully Paid,36.0,0.0988,0
 36 months,0.0925,159.59,0.0893,RENT,car,Not Verified,Fully Paid,36.0,0.0925,0
 36 months,0.1218,333.0,0.0282,RENT,car,Not Verified,Fully Paid,36.0,0.1218,0
 36 months,0.1037,113.55,0.2164,RENT,car,Not Verified,Fully Paid,36.0,0.1037,0
 36 months,0.1148,276.94,0.2105,RENT,car,Not Verified,Fully Paid,36.0,0.1148,0
 36 months,0.0888,79.36,0.0623,RENT,car,Not Verified,Fully Paid,36.0,0.0888,0
 36 months,0.1189,278.58,0.054,RENT,car,Not Verified,Fully Paid,36.0,0.1189,0
 36 months,0.1253,40.16,0.2369,RENT,car,Not Verified,Fully Paid,36.0,0.1253,0
 36 months,0.1253,568.93,0.1415,RENT,car,Not Verified,Fully Paid,36.0,0.1253,0
 36 months,0.1136,115.19,0.1139,RENT,car,Not Verified,Fully Paid,36.0,0.1136,0
 36 months,0.1242,120.3,0.092,RENT,car,Not Verified,Fully Paid,36.0,0.1242,0
 36 months,0.1136,83.93,0.1842,RENT,car,Not Verified,Fully Paid,36.0,0.1136,0
 36 months,0.1008,161.53,0.1434,RENT,car,Not Verified,Fully Paid,36.0,0.1008,0
 36 months,0.1253,160.64,0.0205,RENT,car,Not Verified,Fully Paid,36.0,0.1253,0
 36 months,0.0925,178.74,0.06,RENT,car,Not Verified,Fully Paid,36.0,0.0925,0
 36 months,0.1037,275.76,0.1184,RENT,car,Not Verified,Fully Paid,36.0,0.1037,0
 36 months,0.1149,230.8,0.0836,RENT,car,Not Verified,Fully Paid,36.0,0.1149,0
 36 months,0.1059,58.59,0.2568,RENT,car,Not Verified,Fully Paid,36.0,0.1059,0
 36 months,0.1,209.74,0.2165,RENT,car,Not Verified,Fully Paid,36.0,0.1,0
 36 months,0.1149,197.83,0.019,RENT,car,Not Verified,Fully Paid,36.0,0.1149,0
 36 months,0.1036,155.7,0.1603,RENT,car,Not Verified,Fully Paid,36.0,0.1036,0
 36 months,0.1253,209.17,0.2175,RENT,car,Not Verified,Fully Paid,36.0,0.1253,0
 36 months,0.1253,251.0,0.1128,RENT,car,Not Verified,Fully Paid,36.0,0.1253,0
 36 months,0.1253,481.92,0.0329,RENT,car,Not Verified,Fully Paid,36.0,0.1253,0
 36 months,0.1126,32.87,0.1541,RENT,car,Not Verified,Fully Paid,36.0,0.1126,0
 36 months,0.1059,175.75,0.1413,RENT,car,Not Verified,Fully Paid,36.0,0.1059,0
 36 months,0.1065,156.36,0.0338,RENT,car,Not Verified,Fully Paid,36.0,0.1065,0
 36 months,0.1189,318.38,0.2115,RENT,car,Not Verified,Fully Paid,36.0,0.1189,0
 36 months,0.1095,245.36,0.1165,RENT,car,Not Verified,Fully Paid,36.0,0.1095,0
 36 months,0.1253,301.2,0.009,RENT,car,Not Verified,Fully Paid,36.0,0.1253,0
 36 months,0.1347,162.83,0.2284,RENT,car,Not Verified,Fully Paid,36.0,0.1347,0
 36 months,0.1253,251.0,0.2051,RENT,car,Not Verified,Fully Paid,36.0,0.1253,0
 36 months,0.1222,83.3,0.1477,RENT,car,Not Verified,Fully Paid,36.0,0.1222,0
 36 months,0.1323,283.97,0.0769,RENT,car,Not Verified,Fully Paid,36.0,0.1323,0
 36 months,0.1197,318.72,0.13,RENT,car,Not Verified,Fully Paid,36.0,0.1197,0
 36 months,0.1349,373.24,0.0683,RENT,car,Not Verified,Fully Paid,36.0,0.1349,0
 36 months,0.1306,337.23,0.0377,RENT,car,Not Verified,Fully Paid,36.0,0.1306,0
 36 months,0.1361,305.9,0.1762,RENT,car,Not Verified,Fully Paid,36.0,0.1361,0
 36 months,0.1435,137.4,0.1855,RENT,car,Not Verified,Fully Paid,36.0,0.1435,0
 36 months,0.1398,136.68,0.0734,RENT,car,Not Verified,Fully Paid,36.0,0.1398,0
 36 months,0.1311,276.71,0.1588,RENT,car,Not Verified,Fully Paid,36.0,0.1311,0
 36 months,0.1435,317.72,0.1404,RENT,car,Not Verified,Fully Paid,36.0,0.1435,0
 36 months,0.1343,152.56,0.0123,RENT,car,Not Verified,Fully Paid,36.0,0.1343,0
 36 months,0.1349,67.87,0.1241,RENT,car,Not Verified,Fully Paid,36.0,0.1349,0
 36 months,0.1306,101.17,0.0117,RENT,car,Not Verified,Fully Paid,36.0,0.1306,0
 36 months,0.1392,143.38,0.2305,RENT,car,Not Verified,Fully Paid,36.0,0.1392,0
 36 months,0.1426,34.31,0.1354,RENT,car,Not Verified,Fully Paid,36.0,0.1426,0
 36 months,0.1284,67.24,0.1528,RENT,car,Not Verified,Fully Paid,36.0,0.1284,0
 36 months,0.1527,208.79,0.0277,RENT,car,Not Verified,Fully Paid,36.0,0.1527,0
 36 months,0.1347,339.23,0.0559,RENT,car,Not Verified,Fully Paid,36.0,0.1347,0
 36 months,0.1343,169.51,0.005,RENT,car,Not Verified,Fully Paid,36.0,0.1343,0
 36 months,0.1349,114.52,0.1745,RENT,car,Not Verified,Fully Paid,36.0,0.1349,0
 36 months,0.1348,244.26,0.112,RENT,car,Not Verified,Fully Paid,36.0,0.1348,0
 36 months,0.1479,172.82,0.1063,RENT,car,Not Verified,Fully Paid,36.0,0.1479,0
 36 months,0.1523,41.74,0.0846,RENT,car,Not Verified,Fully Paid,36.0,0.1523,0
 36 months,0.1399,136.7,0.1146,RENT,car,Not Verified,Fully Paid,36.0,0.1399,0
 36 months,0.1349,339.31,0.1691,RENT,car,Not Verified,Fully Paid,36.0,0.1349,0
 36 months,0.1435,164.87,0.138,RENT,car,Not Verified,Fully Paid,36.0,0.1435,0
 36 months,0.1521,58.24,0.1108,RENT,car,Not Verified,Fully Paid,36.0,0.1521,0
 36 months,0.1292,201.94,0.0476,RENT,car,Not Verified,Fully Paid,36.0,0.1292,0
 36 months,0.1409,82.14,0.0974,RENT,car,Not Verified,Fully Paid,36.0,0.1409,0
 36 months,0.1496,259.85,0.176,RENT,car,Not Verified,Fully Paid,36.0,0.1496,0
 36 months,0.1496,207.87,0.1843,RENT,car,Not Verified,Fully Paid,36.0,0.1496,0
 36 months,0.1459,199.9,0.0186,RENT,car,Not Verified,Fully Paid,36.0,0.1459,0
 36 months,0.1496,297.95,0.1858,RENT,car,Not Verified,Fully Paid,36.0,0.1496,0
 36 months,0.1629,88.26,0.1259,RENT,car,Not Verified,Fully Paid,36.0,0.1629,0
 36 months,0.1459,275.72,0.0839,RENT,car,Not Verified,Fully Paid,36.0,0.1459,0
 36 months,0.1531,97.49,0.068,RENT,car,Not Verified,Fully Paid,36.0,0.1531,0
 36 months,0.1505,190.81,0.127,RENT,car,Not Verified,Fully Paid,36.0,0.1505,0
 36 months,0.1558,157.28,0.0537,RENT,car,Not Verified,Fully Paid,36.0,0.1558,0
 36 months,0.1704,267.56,0.0492,RENT,car,Not Verified,Fully Paid,36.0,0.1704,0
 36 months,0.1645,636.8,0.2021,RENT,car,Not Verified,Fully Paid,36.0,0.1645,0
 36 months,0.1719,185.89,0.2229,RENT,car,Not Verified,Fully Paid,36.0,0.1719,0
 36 months,0.183,90.76,0.0,RENT,car,Not Verified,Fully Paid,36.0,0.183,0
 36 months,0.1459,121.49,0.189,RENT,car,Not Verified,Fully Paid,36.0,0.1459,0
 36 months,0.1632,176.57,0.0435,RENT,car,Not Verified,Fully Paid,36.0,0.1632,0
 36 months,0.1472,207.18,0.072,RENT,car,Not Verified,Fully Paid,36.0,0.1472,0
 36 months,0.0751,124.45,0.1456,MORTGAGE,car,Not Verified,Fully Paid,36.0,0.0751,0
 36 months,0.0963,102.71,0.0033,MORTGAGE,car,Not Verified,Fully Paid,36.0,0.0963,0
 36 months,0.0963,269.59,0.0771,MORTGAGE,car,Not Verified,Fully Paid,36.0,0.0963,0
 36 months,0.1149,171.46,0.1843,MORTGAGE,car,Not Verified,Fully Paid,36.0,0.1149,0
 36 months,0.1059,179.0,0.1649,MORTGAGE,car,Not Verified,Fully Paid,36.0,0.1059,0
 36 months,0.1099,183.32,0.1502,MORTGAGE,car,Not Verified,Fully Paid,36.0,0.1099,0
 36 months,0.1149,164.86,0.141,MORTGAGE,car,Not Verified,Fully Paid,36.0,0.1149,0
 36 months,0.1349,101.8,0.1517,MORTGAGE,car,Not Verified,Fully Paid,36.0,0.1349,0
 36 months,0.1316,303.94,0.0966,MORTGAGE,car,Not Verified,Fully Paid,36.0,0.1316,0
 36 months,0.1306,70.82,0.1542,MORTGAGE,car,Not Verified,Fully Paid,36.0,0.1306,0
 36 months,0.1335,101.59,0.0538,MORTGAGE,car,Not Verified,Fully Paid,36.0,0.1335,0
 36 months,0.0999,283.91,0.0,OWN,car,Not Verified,Fully Paid,36.0,0.0999,0
 36 months,0.1036,72.99,0.1797,OWN,car,Not Verified,Fully Paid,36.0,0.1036,0
 36 months,0.1114,183.71,0.188,RENT,car,Not Verified,Fully Paid,36.0,0.1114,0
 36 months,0.1372,173.62,0.1824,RENT,car,Not Verified,Fully Paid,36.0,0.1372,0
 36 months,0.0737,248.37,0.0277,MORTGAGE,car,Source Verified,Charged Off,36.0,0.0737,1
 36 months,0.0749,183.5,0.275,MORTGAGE,car,Source Verified,Charged Off,36.0,0.0749,1
 36 months,0.0599,136.88,0.1165,MORTGAGE,car,Source Verified,Charged Off,36.0,0.0599,1
 36 months,0.0751,118.23,0.2252,MORTGAGE,car,Source Verified,Charged Off,36.0,0.0751,1
 36 months,0.1059,146.46,0.1091,MORTGAGE,car,Source Verified,Charged Off,36.0,0.1059,1
 36 months,0.0692,111.03,0.1892,RENT,car,Source Verified,Charged Off,36.0,0.0692,1
 36 months,0.1112,98.39,0.1535,RENT,car,Source Verified,Charged Off,36.0,0.1112,1
 36 months,0.1171,529.22,0.1065,RENT,car,Source Verified,Charged Off,36.0,0.1171,1
